"item_id","bi_st","category","sku"
649582,Net,Mobiles & Tablets,MATIDR59BA510306FBE
649583,Net,Health & Sports,HASTEL59C9F6A1823A9
649584,Gross,Mobiles & Tablets,MATSAM5A0BFFEEED718
649585,Valid,Mobiles & Tablets,MATIDR59BA510306FBE
649586,Gross,Mobiles & Tablets,MATSAM59DB75ADB2F80
649587,Valid,Men's Fashion,MEFBNB59FC7507001A7-M
649589,Valid,Men's Fashion,MEFPAK5A094BFD479E3-M
649591,Net,Women's Fashion,WOFESS59F1D865BA9B1-L
649593,Net,Women's Fashion,WOFESS59ADBAEC89C73-L
649595,Net,Appliances,APPORI5A05B233D161A
649596,Net,Mobiles & Tablets,MATLEN5A0D3B0389699
649597,Net,Beauty & Grooming,BAGEMA59BAB1B888CED
649598,Valid,Appliances,APPWES59D4907B3F0B5
649599,Valid,Superstore,SHO59F869DF9CA11
649600,Gross,Home & Living,HALNAD59E0BCD6723A7
649601,Gross,Home & Living,HALSHO59F8693436A53
649602,Gross,Home & Living,HALSHO59F835E4825D4
649603,Net,Appliances,APPNAS5A0C15FF52331
649604,Gross,Mobiles & Tablets,MATREM59DCCE8D2CB47
649605,Gross,Beauty & Grooming,BAGKRO5A0AC7CFC931A
649606,Gross,Mobiles & Tablets,MATOPP59D1F6D7AD84B
649607,Gross,Appliances,APPORI59DE07F8A408A
649608,Net,Mobiles & Tablets,MATWST59AC98211A39D
649609,Gross,Men's Fashion,MEFAYB59F76BC052E72-M
649611,Gross,Men's Fashion,MEFHOU59FB3ADCC68AA-M
649613,Gross,Men's Fashion,MEFAYB59F7656AAA3A4
649614,Gross,Men's Fashion,MEFECH59AB918191741-43
649616,Gross,Mobiles & Tablets,MATINF59C9002EA6AF0
649617,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
649618,Net,Men's Fashion,MEFBUY59FB3AF0B5A91-42
649620,Valid,Men's Fashion,MEFESS59F1D8AB605D2-M
649622,Valid,Men's Fashion,MEFBUY59B7C3F33548D-42
649624,Valid,Men's Fashion,MEFKUR59ACE414A5515
649625,Valid,Men's Fashion,MEFSAE59DF2C8B6BB84
649626,Net,Appliances,APPDAW59F97AFF95276
649627,Gross,Appliances,APPMAG5A0C4BA607C4B
649628,Net,Mobiles & Tablets,MATHUA59B7EAFF9A395
649629,Gross,Appliances,APPORI59DE07F8A408A
649630,Net,Men's Fashion,MEFBNB59FC7507001A7-M
649632,Gross,Appliances,APPDAW59F97AFF95276
649633,Gross,Appliances,APPORI59DE07F8A408A
649634,Gross,Appliances,APPORI59DE07F8A408A
649635,Net,Appliances,APPDAW59F97AFF95276
649636,Gross,Appliances,APPJAC5A03007E8EAFA
649637,Gross,Mobiles & Tablets,MATINF59C9002EA6AF0
649638,Net,Appliances,APPDAW59F97AFF95276
649639,Net,Men's Fashion,MEFAG59F9AE9EA26BC-L
649641,Gross,Home & Living,HALSHO59F866812C4F8
649642,Gross,Home & Living,HALDEA59CB6AF27AAEC
649643,Gross,Appliances,APPJAC5A03007E8EAFA
649644,Gross,Mobiles & Tablets,MATINF59C9002EA6AF0
649645,Gross,Men's Fashion,MEFAYB59F76BC052E72-M
649647,Gross,Men's Fashion,MEFHOU59FB3ADCC68AA-M
649649,Gross,Men's Fashion,MEFAYB59F7656AAA3A4
649650,Gross,Men's Fashion,MEFECH59AB918191741-43
649652,Net,Mobiles & Tablets,MATLEN5A0D3B0291D1F
649653,Gross,Appliances,APPNAT59E0BBA2681FA
649654,Gross,Appliances,APPORI5A05B232CB946
649655,Gross,Appliances,APPTOB5A05983C299A1
649656,Gross,Appliances,APPWES59DDB1EDBC364
649657,Gross,Appliances,APPTHU59F6F07255F50
649658,Gross,Beauty & Grooming,BAGDEA59D372640B260
649659,Gross,Home & Living,HALEMA59BA8E37E69E5
649660,Gross,Home & Living,HALNAD59E0AC6BB7CAA
649661,Gross,Home & Living,HALSHO59F8692DD0F2C
649662,Gross,Home & Living,HALNAD59E0BCD6723A7
649663,Gross,Beauty & Grooming,BAGFEM59AC7EFAD7121
649664,Net,Men's Fashion,MEFPAK5A094BF6361A4-M
649666,Gross,Mobiles & Tablets,MATIGE59B7C1D0AE479
649667,Net,Men's Fashion,MEFBNB59FC7506034B7-L
649669,Gross,Appliances,APPORI59DE07F8A408A
649670,Net,Appliances,APPWAV5A0AC3FA4AB55
649671,Gross,Appliances,APPWES59D48FDD05CB9
649672,Valid,Men's Fashion,MEFAYB59F76BC052E72-M
649674,Valid,Men's Fashion,MEFHOU59FB3ADCC68AA-M
649676,Valid,Men's Fashion,MEFAYB59F7656AAA3A4
649677,Valid,Men's Fashion,MEFECH59AB918191741-43
649679,Net,Men's Fashion,MEFHOU59FB3ADCC68AA-L
649681,Net,Appliances,APPDAW59F97AFF95276
649682,Gross,Mobiles & Tablets,MATSAM59DB75ADB2F80
649683,Net,Women's Fashion,WOFDEA59F1EE6A2F7F9-L
649685,Gross,Mobiles & Tablets,MATHUA59B7EAFF9A395
649686,Net,Computing,COMSEA5A09949E2F97C
649687,Valid,Women's Fashion,WOFGUL59ACF6EB703BC
649688,Net,Mobiles & Tablets,MATIGE59B7C1D0AE479
649689,Gross,Men's Fashion,MEFRUB59CAC23062291
649690,Gross,Mobiles & Tablets,MATSAM59DB75904E09D
649691,Gross,Men's Fashion,MEFWIN59CE3A7944F57
649692,Net,Appliances,APPNAT59E0BBA2681FA
649693,Net,Home & Living,HALEMA59AC666D712EB
649694,Net,Men's Fashion,MEFBNB59FC74FDBC09F-L
649696,Net,Men's Fashion,MEFBNB59FC7506034B7-L
649698,Net,Men's Fashion,MEFBNB5A046DA766A1C-M
649700,Valid,Mobiles & Tablets,MATSAM59D77E64AF999
649701,Gross,Appliances,APPNAT5A0A01860CE92
649702,Net,Entertainment,ENTSON5A0985D13EE46
649703,Net,Appliances,APPDAW59F97AFF95276
649704,Valid,Men's Fashion,MEFSIK59C124F960BA8-L
649706,Valid,Men's Fashion,MEFESS59F1D8A2D8A25-XL
649708,Valid,Men's Fashion,MEFAYB59F77208B3A0E
649709,Net,Appliances,APPYAM59DB86C971817
649710,Valid,Women's Fashion,WOFGUL59ACF6EB703BC
649711,Net,Women's Fashion,WOFICO59E8EE5951BB3
649712,Net,Mobiles & Tablets,MATLEN5A0D3B0389699
649713,Gross,Appliances,APPNAT5A0A01860CE92
649714,Net,Entertainment,ENTSON5A0985D29EAD0
649715,Net,Appliances,APPDAW59FF2C83E10B9
649716,Net,Mobiles & Tablets,MATOPP59D1F6DF43E8C
649717,Gross,Men's Fashion,MEFBAT5A0144F069F14-41
649719,Net,Appliances,APPDAW59F97AFF95276
649720,Net,Computing,COMHP5A0416FA92D29
649721,Gross,Appliances,APPDAW59FAD9E9CC95A
649722,Gross,Appliances,APPNAT5A0A01860CE92
649723,Gross,Beauty & Grooming,BAGEMA59BAB10EF1FCC
649724,Gross,Beauty & Grooming,BAGNOV5A0958C6D4914
649725,Gross,Beauty & Grooming,BAGJUN59C10D0E2BCDC
649726,Net,Appliances,APPHOM59DB869CB0FC4
649727,Gross,Mobiles & Tablets,MATMOT59FC5D5F9EC99
649728,Net,Entertainment,ENTCHA59BF948335AD5
649729,Gross,Appliances,APPNAT5A0A01860CE92
649730,Net,Appliances,APPDAW59F97AFF95276
649731,Gross,Women's Fashion,WOFDEA59F1EE4AE0C98-M
649733,Gross,Men's Fashion,MEFPAK5A094C08D9385-M
649735,Gross,Men's Fashion,MEFADO59E863D311244-L
649737,Net,Appliances,APPDAW59FEF7BA4731C
649738,Net,Entertainment,ENTCHA59BF948CB56A5
649739,Gross,Mobiles & Tablets,MATINF59C9002EA6AF0
649740,Gross,Appliances,APPNAT5A0A01860CE92
649741,Net,Men's Fashion,MEFPAK5A094BF6361A4-XL
649743,Net,Appliances,APPNAT5A0A01860CE92
649744,Net,Men's Fashion,MEFPAK5A094C08D9385-M
649746,Net,Home & Living,HALEMA59BA8E048DC2C
649747,Net,Home & Living,HALEMA59BA8E1448F5D
649748,Net,Men's Fashion,MEFHOU5A0946DA25BF5
649749,Gross,Mobiles & Tablets,MATHUA5A0C4F9E664D1
649750,Gross,Mobiles & Tablets,MATMOT59FC5D5F9EC99
649751,Net,Men's Fashion,MEFBNB59FC7507001A7-M
649753,Net,Mobiles & Tablets,MATIGE59BA6458A8F79-1
649755,Valid,Men's Fashion,MEFAG5A098D2B4420A-L
649757,Net,Men's Fashion,MEFBNB59FC7507001A7-M
649759,Net,Men's Fashion,MEFBNB59FC7506034B7-M
649761,Net,Men's Fashion,MEFAYB59F77D2195F14-M
649763,Net,Men's Fashion,MEFSHA59DC80CD83C15-34
649765,Net,Men's Fashion,MEFESS59F1D8A2D8A25-M
649767,Net,Men's Fashion,MEFARC5A09A36FDCB2A-M
649769,Gross,Appliances,APPDAW5A05B230530FA
649770,Gross,Computing,COMHP5A0C461AEC1D4
649771,Gross,Entertainment,ENTSAM5A0BF25AA030B
649772,Valid,Entertainment,ENTCHA5A0BEAC52B70B
649773,Gross,Computing,COMHP5A0C461AEC1D4
649774,Gross,Mobiles & Tablets,MATSAM5A0C001739268
649775,Gross,Beauty & Grooming,BAGDEA59D372640B260
649776,Gross,Entertainment,ENTCHA5A0BEAC52B70B
649777,Gross,Mobiles & Tablets,MATHUA59B7EB4505059
649778,Net,Beauty & Grooming,BAGNOV5A0958C6D4914
649779,Net,Beauty & Grooming,BAGDEA59D372640B260
649780,Net,Men's Fashion,MEFBUY59FB3AF0B5A91-42
649782,Net,Men's Fashion,MEFBNB59FC7507001A7-L
649784,Gross,Men's Fashion,MEFBNB59FC74FFCBC1B-M
649786,Gross,Men's Fashion,MEFBNB59FC74FDBC09F-M
649788,Gross,Men's Fashion,MEFBNB5A046DA5BBDA2-M
649790,Net,Mobiles & Tablets,MATHUA59B7EB40CD5BF
649791,Valid,Entertainment,ENTCHA5A0BEAC43F222
649792,Net,Men's Fashion,MEFESS59F1D8A2D8A25-L
649794,Net,Men's Fashion,MEFAYB59F7656AAA3A4
649795,Gross,Beauty & Grooming,BAGJUN59C10D0E2BCDC
649796,Gross,Beauty & Grooming,BAGEMA59BAB10EF1FCC
649797,Gross,Appliances,APPNAT5A0A01860CE92
649798,Valid,Men's Fashion,MEFHOU59FB3ADCC68AA-M
649800,Net,Appliances,APPNAT5A0A01860CE92
649801,Valid,Men's Fashion,MEFHOU59FB3ADCC68AA-M
649803,Gross,Appliances,APPCAM59BA8E112EB38
649804,Gross,Appliances,APPWES59FADA72B5BD3
649805,Net,Mobiles & Tablets,MATINF59BAB1EEEA6D5
649806,Gross,Entertainment,ENTTCL59BA8F16E45A4
649807,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
649808,Net,Men's Fashion,MEFHOU59FB3ADCC68AA-L
649810,Net,Men's Fashion,MEFBNB5A046DA5BBDA2-M
649812,Net,Men's Fashion,MEFBNB59FC74FFCBC1B-M
649814,Net,Men's Fashion,MEFBNB59FC74FDBC09F-M
649816,Net,Appliances,APPHOM59F6C7258D83B
649817,Net,Computing,COMTRA5A0BE89A69CB5
649818,Net,Mobiles & Tablets,MATHUA5A0C4EEAC839A
649819,Valid,Beauty & Grooming,BAGMAS59B65A5491380
649820,Gross,Kids & Baby,KABPLA59AC846290D76
649821,Gross,Home & Living,HALTHU59FADBAED223F
649822,Gross,Mobiles & Tablets,MATSAM5A0BFFF19C40A
649823,Net,Appliances,APPANE59BAFB940A7E8
649824,Net,Men's Fashion,MEFPRI59F0E2F0E9A42-M
649826,Net,Men's Fashion,MEFAYB59F76B97223EB-M
649828,Net,Men's Fashion,MEFMUN5A0ACC3A894BE-9
649830,Valid,Men's Fashion,MEFAYB59FAB68FB76B8
649831,Valid,Men's Fashion,MEFBNB59FC74FDBC09F-L
649833,Net,Appliances,APPORI5A02E10CA715E
649834,Net,Women's Fashion,WOFDEA59F1EE0409DA2-L
649836,Gross,Mobiles & Tablets,MATHUA5A0C4EEAC839A
649837,Net,Mobiles & Tablets,MATSAM5A0BFFF30DAA7
649838,Gross,Mobiles & Tablets,MATSAM59DB75988D95E
649839,Valid,Women's Fashion,WOFKUR59ACE42172792
649840,Net,Appliances,APPDAW59F97AFF95276
649841,Net,Mobiles & Tablets,MATHUA5A0C4EEAC839A
649842,Gross,Appliances,APPWES59DDB1EDBC364
649843,Net,Mobiles & Tablets,MATMOT59FC5D5F9EC99
649844,Net,Appliances,APPGAB59F8AEE1E5325
649845,Gross,Appliances,APPDAW59F97AFF95276
649846,Valid,Entertainment,ENTVIZ59FAAC68364C2
649847,Gross,Appliances,APPNAT59E0BBA2681FA
649848,Gross,Mobiles & Tablets,MATHUA59B7EB4505059
649849,Net,Home & Living,HALTHU59FADBAED223F
649850,Net,Men's Fashion,MEFBUY59B7C3DDC2CA3-42
649852,Gross,Mobiles & Tablets,MATIDR59BA510306FBE
649853,Net,Women's Fashion,WOFALK59EE56A31EBDA
649854,Net,Mobiles & Tablets,MATHUA5A0C4EEAC839A
649855,Net,Mobiles & Tablets,MATLEN5A0D3B0291D1F
649856,Net,Men's Fashion,MEFTHE59F6D7769CD2A-43
649858,Net,Men's Fashion,MEFTHE59F6D78B064A4-43
649860,Net,Men's Fashion,MEFBUY59B7E813F11EE-43
649862,Net,Men's Fashion,MEFBUY59B7E813F11EE-44
649864,Gross,Mobiles & Tablets,MATSAM59DB759CA2898
649865,Net,Appliances,APPGAB59F8AEE1E5325
649866,Net,Men's Fashion,MEFPAK5A094C08D9385-M
649868,Valid,Appliances,APPDAW59FF2C861AE0B
649869,Net,Men's Fashion,MEFBIS5A06C28DD4F8F
649870,Gross,Women's Fashion,WOFDEA59F1EE0409DA2-L
649872,Gross,Mobiles & Tablets,MATSAM5A0BFFEEED718
649873,Gross,Men's Fashion,MEFBNB59FC74FFCBC1B-L
649875,Gross,Men's Fashion,MEFBNB59FC74FDBC09F-L
649877,Gross,Women's Fashion,WOFAYB59FAB6956BBE1
649878,Gross,Mobiles & Tablets,MATHUA59B7EB4505059
649879,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
649880,Gross,Men's Fashion,MEFBNB59FC7507001A7-L
649882,Gross,Men's Fashion,MEFAYB59F76BC052E72-L
649884,Valid,Men's Fashion,MEFBNB59FC74FDBC09F-M
649886,Valid,Men's Fashion,MEFAYB59FAB69289301-8
649888,Valid,Men's Fashion,MEFTHE59F6D7950DB21-42
649890,Valid,Men's Fashion,MEFTHE59F6D79F48579-42
649892,Gross,Appliances,APPPHI5A0B560A17BE4
649893,Gross,Entertainment,ENTPAN5A0970BBBD183
649894,Gross,Superstore,LIP59F31ABA7932C
649895,Gross,Superstore,MOR5A068E107B9D6
649896,Gross,Superstore,DET59FB19B982A4F
649897,Net,Appliances,APPGAB59F8AEE1E5325
649898,Net,Mobiles & Tablets,MATSAM5A0BFFF19C40A
649899,Valid,Beauty & Grooming,BAGDEA5A09988BB1CE6
649900,Valid,Women's Fashion,WOFIMA5A02A7C6E90DA
649901,Net,Appliances,APPGAB59F8AEE1E5325
649902,Gross,Men's Fashion,MEFBAT5A0144E95A5DA-42
649904,Gross,Men's Fashion,MEFHOU5A0946D8F2D7F
649905,Gross,Mobiles & Tablets,MATHUA59B7EB4505059
649906,Net,Mobiles & Tablets,MATLEN5A0D3B0389699
649907,Valid,Men's Fashion,MEFPAK5A094BF6361A4-L
649909,Net,Mobiles & Tablets,MATIDR59BA5107902DF
649910,Gross,School & Education,SADTEL59AC88810200B
649911,Gross,Men's Fashion,MEFPAK5A094C054968C-L
649913,Gross,Men's Fashion,MEFPRI59F0E2F0E9A42-M
649915,Gross,Computing,COMSON59FFF2BDA9794
649916,Valid,Men's Fashion,MEFHAW59C0BF07764A2-44
649918,Valid,Home & Living,HALNAD59E0BCD6723A7
649919,Valid,Appliances,APPTHU59F6F07255F50
649920,Valid,Home & Living,HALSHO59F82EA23FB6F
649921,Net,Computing,COMVIC5A0C598DC6100
649922,Net,Computing,COMTUA59FAC120E49A4
649923,Gross,Appliances,APPNAT59E0BBA2681FA
649924,Valid,Beauty & Grooming,BAGMAS59C222645BB19
649925,Net,Entertainment,ENTECO59D4D8FDDD355
649926,Valid,Home & Living,HALBED59AC9B97DB863
649927,Gross,Mobiles & Tablets,MATHUA5A0C4F9F219A6
649928,Gross,Mobiles & Tablets,MATHUA5A0C4EF2C745F
649929,Net,Mobiles & Tablets,MATHUA5A0C4EE8ABB3D
649930,Net,Men's Fashion,MEFBNB59FC74FFCBC1B-L
649932,Net,Men's Fashion,MEFBNB59FC74FDBC09F-L
649934,Net,Women's Fashion,WOFAYB59FAB6956BBE1
649935,Net,Mobiles & Tablets,MATHUA59B7EB40CD5BF
649936,Net,Appliances,APPNAT5A0A01860CE92
649937,Net,Men's Fashion,MEFTHE59F6D7769CD2A-41
649939,Net,Women's Fashion,WOFSIK59F1DA1042969-36
649941,Gross,Appliances,APPDAW59FF03487208E
649942,Net,Mobiles & Tablets,MATLEN5A0D3B0291D1F
649944,Net,Computing,COMHP5A0416FAEB5E7
649945,Net,Entertainment,ENTECO59D4D8FDDD355
649946,Net,Women's Fashion,WOFLAL59AD98E7257F8
649947,Net,Women's Fashion,WOFLAL59BA5CBE09B64
649948,Net,Women's Fashion,WOFLAL59AD9904E1ABC
649949,Net,Women's Fashion,WOFIMA59AD8F28CCEDE
649950,Net,Women's Fashion,WOFVST5A069D1BAEEFA
649951,Net,Women's Fashion,WOFVST5A069D04CF27C
649952,Net,Women's Fashion,WOFLAL59E77754B16E7
649953,Net,Women's Fashion,WOFVST5A069D196816F
649954,Gross,Mobiles & Tablets,MATIGE59BA2A053E005
649955,Net,Appliances,APPORI5A05B1DAD0085
649956,Gross,Mobiles & Tablets,MATHUA5A0C4F9F219A6
649957,Net,Entertainment,ENTECO59D4D8FDDD355
649958,Net,Men's Fashion,MEFBNB59FC7507001A7-M
649960,Net,Men's Fashion,MEFPAK5A094C08D9385-L
649962,Net,Men's Fashion,MEFBNB59FC7507001A7-L
649964,Net,Men's Fashion,MEFESS59F1D8AB605D2-M
649966,Gross,Entertainment,ENTSAM5A0BF25AA030B
649967,Valid,Home & Living,HALYAN5A0999BCD7DD7
649968,Valid,Home & Living,HALYAN5A099AA03C63E
649969,Valid,Home & Living,HALYAN5A099A935C08F
649970,Valid,Home & Living,HALYAN5A099A890A13B
649971,Valid,Home & Living,HALYAN5A099A7D98BDD
649972,Valid,Home & Living,HALYAN5A00505B83650
649973,Valid,Home & Living,HALYAN5A099A99C464B
649974,Valid,Home & Living,HALYAN5A099A93B0BC6
649975,Valid,Home & Living,HALYAN5A00505C57BB5
649976,Valid,Home & Living,HALYAN5A099C6944F6B
649977,Valid,Appliances,APPDAW59DB860C2C03F
649978,Valid,Home & Living,HALSHO59F86630D88E5
649979,Valid,Beauty & Grooming,BAGDET59FB19B8BC035
649980,Valid,Beauty & Grooming,BAGMAS59AC6F672F218
649981,Valid,Beauty & Grooming,BAGJUN59C10D0E2BCDC
649982,Net,Men's Fashion,MEFSIK59F87B77190B2-M
649984,Net,Appliances,APPDAW5A0C59769189D
649985,Gross,Appliances,APPCAM59BA8E1E0DC47
649986,Gross,Home & Living,HALNAD59E0BCD6723A7
649987,Gross,Home & Living,HALSHO59F835E4825D4
649988,Gross,Home & Living,HALSHO59F8693436A53
649989,Gross,Home & Living,HALEMA59BA8E1448F5D
649990,Gross,Mobiles & Tablets,MATNAD59E0AC0524E72
649991,Gross,Men's Fashion,MEFNAR59F725804E650
649992,Gross,Beauty & Grooming,BAGELM5A094F3C7C8C0
649993,Gross,School & Education,SADANG59F8658650419
649994,Net,Mobiles & Tablets,MATSAM5A0BFFEEED718
649995,Net,Appliances,APPDAW59F97AFF95276
649996,Valid,Men's Fashion,MEFBNB59FC74FDBC09F-M
649998,Net,Computing,COMTRA5A0BE89A69CB5
649999,Gross,Computing,COMWES5A0C478138E89
650000,Gross,Mobiles & Tablets,MATIDR59BA5107902DF
650001,Net,Computing,COMA4T5A09A7387984D
650002,Net,Appliances,APPNAT5A0A01860CE92
650003,Net,Men's Fashion,MEFAYB5A094C0FBA8C9-L
650005,Gross,Mobiles & Tablets,MATHUA5A0C4FA7A8A95
650006,Valid,Appliances,APPNAT59EECA1E9FF59
650007,Net,Appliances,APPBLA5A007CBF46F53
650008,Net,Appliances,APPWES59D48FD0BD218
650009,Net,Entertainment,ENTNIK5A0C54E325A09
650010,Gross,Mobiles & Tablets,MATHUA59B7EAFF9A395
650011,Net,Appliances,APPNAT59E0BBA2681FA
650012,Gross,Appliances,APPDAW59F97AFF95276
650013,Net,Men's Fashion,MEFAG5A098D2B4420A-L
650015,Net,Men's Fashion,MEFTRE59FACCA5E9A8A-40
650018,Net,Computing,COMLIF5A0000FC1D4A8
650019,Gross,Mobiles & Tablets,MATIDR59BA5107902DF
650020,Gross,Mobiles & Tablets,MATSAM59D74470AD085
650021,Net,Appliances,APPDAW59F97AFF95276
650022,Gross,Women's Fashion,WOFLAL59AD990C3944A
650023,Valid,Mobiles & Tablets,MATSAM59DB75ADB2F80
650024,Valid,Mobiles & Tablets,MATIGE59BA29FCEF4F8
650025,Gross,Appliances,APPDAW59FF2C84A5AD0
650027,Gross,Mobiles & Tablets,MATHTC59F1DA397BD3E
650028,Gross,Beauty & Grooming,BAGSTY59F9C123D33A5
650029,Gross,Appliances,APPPHI59BD027708256
650030,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
650031,Gross,Men's Fashion,MEFBUY59B7C3F33548D-42
650033,Gross,Men's Fashion,MEFAYB59F772374E3CB
650034,Gross,Men's Fashion,MEFBNB59FC74FFCBC1B-L
650036,Gross,Men's Fashion,MEFBNB59FC74FDBC09F-L
650038,Valid,Appliances,APPBLA5A007CD6ACBBC
650039,Gross,Appliances,APPJAC5A0965E417459
650040,Valid,Men's Fashion,MEFPAK5A094C054968C-XL
650042,Valid,Men's Fashion,MEFAYB5A094C0FBA8C9-L
650044,Gross,Men's Fashion,MEFKUR59ACE564D0137
650045,Gross,Appliances,APPJAC5A0965E417459
650046,Valid,Women's Fashion,WOFWEA59DAA74E5611C-L
650049,Valid,Men's Fashion,MEFBNB59FC7507001A7-L
650051,Valid,Men's Fashion,MEFTRE59FACCA5E9A8A-43
650053,Valid,Men's Fashion,MEFSIK59F87B77190B2-L
650055,Valid,Men's Fashion,MEFAG5A098D2B4420A-L
650057,Valid,Men's Fashion,MEFBUY59B7C3DDC2CA3-43
650059,Valid,Mobiles & Tablets,MATSAM59DB75ADB2F80
650060,Net,Appliances,APPBIN59F97224AEF72
650061,Gross,Mobiles & Tablets,MATHUA59B7EAFF9A395
650062,Gross,Appliances,APPJAC5A0965E417459
650063,Gross,Mobiles & Tablets,MATSAM59DB7583ED7C0
650064,Net,Superstore,MOR5A068E107B9D6
650065,Net,Men's Fashion,MEFKUR59ACE564D0137
650066,Net,Men's Fashion,MEFBNB59FC7507001A7-M
650068,Net,Men's Fashion,MEFPAK5A094C054968C-L
650070,Net,Men's Fashion,MEFBNB59FC74FFCBC1B-L
650072,Net,Men's Fashion,MEFBNB59FC7501D7841-L
650074,Gross,Appliances,APPNAT5A0A01860CE92
650075,Gross,Beauty & Grooming,BAGEMA59BAB10EF1FCC
650076,Gross,Entertainment,ENTORI5A0BEAC5CAB2E
650077,Gross,Appliances,APPHOM59DB869CB0FC4
650078,Gross,Mobiles & Tablets,MATSAM59DB75ADB2F80
650079,Gross,Appliances,APPDAW59FEF7B84F84B
650080,Gross,Appliances,APPGAB59FDA0F5CD42D
650081,Gross,Computing,COMHP5A0580E2AF50E
650082,Gross,Computing,COMHP59E45BA197241
650083,Gross,Home & Living,HALLEA5A02A743C07D4
650084,Gross,Home & Living,HALLEA5A02A73845E1C
650085,Gross,Home & Living,HALLEA5A02A73331C8F
650086,Gross,Home & Living,HALLEA5A02A73BBDF27
650087,Net,Appliances,APPHOM59BA2A5B93377
650088,Valid,Men's Fashion,MEFPRI59F0E2F0E9A42-XXL
650090,Gross,Appliances,APPORI5A05B232641E7
650091,Net,Entertainment,ENTPAN5A0970BBBD183
650092,Gross,Appliances,APPNAT5A0A01860CE92
650093,Gross,Beauty & Grooming,BAGEMA59BAB10EF1FCC
650094,Net,Mobiles & Tablets,MATSAM5A0BFFEEED718
650095,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
650096,Gross,Mobiles & Tablets,MATHUA5A0C4FAA6772F
650097,Net,Appliances,APPHAI59FDA03B98C41
650098,Gross,Mobiles & Tablets,MATHUA5A0C4FAA6772F
650099,Gross,Appliances,APPHAI59FDA03C0778B
650100,Gross,Mobiles & Tablets,MATIDR59BA5107902DF
650101,Gross,Women's Fashion,WOFLAL59BA4C5301E76
650102,Gross,Women's Fashion,WOFLAL59BA4C493AD07
650103,Gross,Women's Fashion,WOFDIN59D36DC5754AC
650104,Gross,Computing,COMSAN5A0C479AC9924
650105,Gross,Computing,COMHP59F174A5744BB
650106,Net,Home & Living,HALNAD59E0BCD6723A7
650107,Net,Mobiles & Tablets,MATIDR59BA5107902DF
650108,Gross,Mobiles & Tablets,MATIGE59ACB218CEECF
650109,Gross,Men's Fashion,MEFBNB59FC7507001A7-M
650111,Net,Mobiles & Tablets,MATHUA59B7EB4505059
650112,Gross,Appliances,APPHOM59F6C7258D83B
650113,Net,Men's Fashion,MEFBNB5A046DA5BBDA2-M
650115,Gross,Appliances,APPGRE5A0C1CD11B590
650116,Net,Mobiles & Tablets,MATLEN5A0D3B0389699
650117,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
650118,Net,Computing,COMBLO59DCCD5E6A7B8
650119,Gross,Mobiles & Tablets,MATHUA5A0C4FAD7519D
650120,Net,Appliances,APPNAT5A018FEDA562F
650121,Gross,Computing,COMGOO5A0C48641C8EC
650122,Net,Men's Fashion,MEFHOU59FB3ADCC68AA-L
650124,Gross,Appliances,APPGAB59FDA0F5CD42D
650125,Net,Men's Fashion,MEFBNB5A046DA5BBDA2-M
650127,Gross,Appliances,APPORI5A02E10CA715E
650128,Net,Women's Fashion,WOFDEA5A0998903208E
650129,Net,Appliances,APPNAT5A018FEDA562F
650130,Gross,Appliances,APPPHI59BD027708256
650131,Gross,Beauty & Grooming,BAGSTY59F9C123D33A5
650132,Net,Mobiles & Tablets,MATSAM59DB75ADB2F80
650133,Gross,Appliances,APPGAB59FDA0F5CD42D
650134,Net,Appliances,APPHOM59F6C7258D83B
650135,Gross,Appliances,APPGAB59FDA0F5CD42D
650136,Net,Appliances,APPDAW59FF2C84A5AD0
650137,Net,Appliances,APPNAS5A0BDFE007AD9
650138,Gross,Mobiles & Tablets,MATHUA5A0C4EEAC839A
650139,Gross,Appliances,APPNAT59E0BBA2681FA
650140,Gross,Health & Sports,HASSPO59F08EE6CFDFA
650141,Gross,Appliances,APPGAB59FDA0F5CD42D
650142,Net,Mobiles & Tablets,MATHUA5A0C4FA6CBB36
650143,Gross,Entertainment,ENTCHA5A0BEAC52B70B
650144,Net,Appliances,APPDAW59DF1CAAD7A49
650145,Gross,Entertainment,ENTSAM5A0BF25AA030B
650146,Net,Men's Fashion,MEFBNB59FC7507001A7-M
650148,Net,Men's Fashion,MEFBNB59FC74FFCBC1B-M
650150,Net,Appliances,APPNAT59E0BBA2681FA
650151,Net,Appliances,APPGRE5A0C1CD11B590
650152,Gross,Men's Fashion,MEFSAE59DF2D0DCDAB2
650153,Gross,Appliances,APPDAW59FF03487208E
650154,Gross,Appliances,APPORI59DE07F8A408A
650155,Valid,Appliances,APPTHU59F6F07255F50
650156,Valid,Home & Living,HALNAD59E0AC6BB7CAA
650157,Valid,Home & Living,HALSHO59F8694661DD6
650158,Valid,Appliances,APPBIN5A09738A2BED0
650159,Valid,Appliances,APPBIN59F97224AEF72
650160,Valid,Home & Living,HALHOM59DF3AF667A97
650161,Gross,Appliances,APPPHI59BD027708256
