"Location_id","Place Name","City","County","State","Region","Zip"
8084,Notus,Notus,Canyon,ID,West,83656
8085,South Plymouth,South Plymouth,Chenango,NY,Northeast,13844
8086,Wildsville,Wildsville,Concordia,LA,South,71377
8087,Beyer,Beyer,Indiana,PA,Northeast,16211
8088,Lynnville,Lynnville,Giles,TN,South,38472
8089,Wolfe City,Wolfe City,Hunt,TX,South,75496
8090,Tickfaw,Tickfaw,Tangipahoa,LA,South,70466
8091,Kansas City,Kansas City,Jackson,MO,Midwest,64102
8092,Denver,Denver,Denver,CO,West,80291
8093,Daisytown,Daisytown,Washington,PA,Northeast,15427
8094,Severn,Severn,Gloucester,VA,South,23155
8095,Presto,Presto,Allegheny,PA,Northeast,15142
8096,Mapaville,Mapaville,Jefferson,MO,Midwest,63065
8097,Henry,Henry,Henry,TN,South,38231
8098,Roseville,Roseville,Warren,IL,Midwest,61473
8099,Tuscaloosa,Tuscaloosa,Tuscaloosa,AL,South,35405
8100,Morehouse,Morehouse,New Madrid,MO,Midwest,63868
8101,Waterloo,Waterloo,Monroe,IL,Midwest,62298
8102,Brandon,Brandon,Hillsborough,FL,South,33510
8103,Argonia,Argonia,Sumner,KS,Midwest,67004
8104,Humboldt,Humboldt,Allen,KS,Midwest,66748
8105,Louisville,Louisville,Jefferson,KY,South,40292
8106,Los Angeles,Los Angeles,Los Angeles,CA,West,90036
8107,Swedesburg,Swedesburg,Henry,IA,Midwest,52652
8108,Lowry,Lowry,Pope,MN,Midwest,56349
8109,Philadelphia,Philadelphia,Philadelphia,PA,Northeast,19149
8110,Cleveland,Cleveland,Bradley,TN,South,37312
8111,Maddock,Maddock,Benson,ND,Midwest,58348
8112,Hendricks,Hendricks,Tucker,WV,South,26271
8113,Fairfield,Fairfield,Solano,CA,West,94533
8114,Celestine,Celestine,Dubois,IN,Midwest,47521
8115,Winslow,Winslow,Navajo,AZ,West,86047
8116,Jennings,Jennings,Hamilton,FL,South,32053
8117,Oliver,Oliver,Screven,GA,South,30449
8118,Blairsville,Blairsville,Union,GA,South,30514
8119,Stanley,Stanley,Chippewa,WI,Midwest,54768
8120,Huntland,Huntland,Franklin,TN,South,37345
8121,Sumerco,Sumerco,Lincoln,WV,South,25567
8122,West Covina,West Covina,Los Angeles,CA,West,91791
8123,Vacaville,Vacaville,Solano,CA,West,95688
8124,Glendale,Glendale,Los Angeles,CA,West,91209
8125,Lexington,Lexington,Fayette,KY,South,40505
8126,Marion,Marion,Waupaca,WI,Midwest,54950
8127,Hamilton,Hamilton,Butler,OH,Midwest,45026
8128,Canton,Canton,Van Zandt,TX,South,75103
8129,Boring,Boring,Boring,OR,West,97089
8130,Panama City,Panama City,Bay,FL,South,32412
8131,Meeker,Meeker,Rio Blanco,CO,West,81641
8132,Fayetteville,Fayetteville,Washington,AR,South,72702
8133,Southern Md Facility,Southern Md Facility,Prince George's,MD,South,20797
8134,Johannesburg,Johannesburg,Kern,CA,West,93528
8135,Zwolle,Zwolle,Sabine,LA,South,71486
8136,Oak Harbor,Oak Harbor,Ottawa,OH,Midwest,43449
8137,Chicago,Chicago,Cook,IL,Midwest,60701
8138,Searcy,Searcy,White,AR,South,72145
8139,Washington,Washington,District of Columbia,DC,South,20260
8140,Newton,Newton,Newton,TX,South,75966
8141,San Augustine,San Augustine,San Augustine,TX,South,75972
8142,Mobile,Mobile,Mobile,AL,South,36601
8143,Las Vegas,Las Vegas,Clark,NV,West,89185
8144,Bentley,Bentley,Bay,MI,Midwest,48613
8145,Lake Oswego,Lake Oswego,Clackamas,OR,West,97034
8146,Sherman,Sherman,Grayson,TX,South,75090
8147,Phoenix,Phoenix,Maricopa,AZ,West,85014
8148,Denton,Denton,Denton,TX,South,76201
8149,Farnam,Farnam,Dawson,NE,Midwest,69029
8150,Novato,Novato,Marin,CA,West,94998
8151,Newfields,Newfields,Rockingham,NH,Northeast,3856
8152,Westtown,Westtown,Chester,PA,Northeast,19395
8153,Fishers,Fishers,Hamilton,IN,Midwest,46038
8154,Hanley Falls,Hanley Falls,Yellow Medicine,MN,Midwest,56245
8155,Sacramento,Sacramento,Sacramento,CA,West,94258
8156,Dallas,Dallas,Dallas,TX,South,75208
8157,New Sharon,New Sharon,Franklin,ME,Northeast,4955
8158,Canton,Canton,Stark,OH,Midwest,44704
8159,Fayetteville,Fayetteville,Cumberland,NC,South,28301
8160,Trout Run,Trout Run,Lycoming,PA,Northeast,17771
8161,Folkston,Folkston,Charlton,GA,South,31537
8162,Fairacres,Fairacres,Doña Ana,NM,West,88033
8163,Columbus,Columbus,Franklin,OH,Midwest,43268
8164,Fort Supply,Fort Supply,Woodward,OK,South,73841
8165,Atlanta,Atlanta,Winn,LA,South,71404
8166,Rosie,Rosie,Independence,AR,South,72571
8167,Pulaski,Pulaski,Candler,GA,South,30451
8168,Atlantic City,Atlantic City,Atlantic City,NJ,Northeast,8411
8169,Clarendon,Clarendon,Monroe,AR,South,72029
8170,Garland,Garland,Dallas,TX,South,75049
8171,Crocheron,Crocheron,Dorchester,MD,South,21627
8172,Boise,Boise,Ada,ID,West,83720
8173,Walcott,Walcott,Richland,ND,Midwest,58077
8174,Taylor,Taylor,Columbia,AR,South,71861
8175,Batavia,Batavia,Kane,IL,Midwest,60510
8176,High Shoals,High Shoals,Gaston,NC,South,28077
8177,Greenhurst,Greenhurst,Chautauqua,NY,Northeast,14742
8178,Silvana,Silvana,Snohomish,WA,West,98287
8179,Portage,Portage,Wood,OH,Midwest,43451
8180,Yutan,Yutan,Saunders,NE,Midwest,68073
8181,Ashfield,Ashfield,Carbon,PA,Northeast,18212
8182,Wilmore,Wilmore,Comanche,KS,Midwest,67155
8183,Oklahoma City,Oklahoma City,Oklahoma City,OK,South,73195
8184,North Carver,North Carver,Plymouth,MA,Northeast,2355
8185,Reserve,Reserve,Catron,NM,West,87830
8186,Hackensack,Hackensack,Bergen,NJ,Northeast,7602
8187,Houston,Houston,Harris,TX,South,77017
8188,Avon,Avon,Powell,MT,West,59713
8189,Grambling,Grambling,Lincoln,LA,South,71245
8190,Augusta,Augusta,Carroll,OH,Midwest,44607
8191,Crosby,Crosby,McKean,PA,Northeast,16724
8192,Taintor,Taintor,Taintor,IA,Midwest,50253
8193,Abingdon,Abingdon,Harford,MD,South,21009
8194,Eagle Mountain,Eagle Mountain,Eagle Mountain,UT,West,84005
8195,Boulder,Boulder,Jefferson,MT,West,59632
8196,Veblen,Veblen,Marshall,SD,Midwest,57270
8197,Snow Hill,Snow Hill,Wilcox,AL,South,36778
8198,Pittsburgh,Pittsburgh,Allegheny,PA,Northeast,15254
8199,Hagerstown,Hagerstown,Washington,MD,South,21747
8200,Claverack,Claverack,Columbia,NY,Northeast,12513
8201,Port Republic,Port Republic,Rockingham,VA,South,24471
8202,Herrick,Herrick,Shelby,IL,Midwest,62431
8203,Scott,Scott,Lafayette,LA,South,70583
8204,Vandemere,Vandemere,Pamlico,NC,South,28587
8205,Hurley,Hurley,Iron,WI,Midwest,54534
8206,White Plains,White Plains,Hopkins,KY,South,42464
8207,Longmeadow,Longmeadow,Hampden,MA,Northeast,1116
8208,Stockbridge,Stockbridge,Berkshire,MA,Northeast,1262
8209,Melville,Melville,Suffolk,NY,Northeast,11747
8210,Vineland,Vineland,Cumberland,NJ,Northeast,8361
8211,Bargersville,Bargersville,Johnson,IN,Midwest,46106
8212,Hankins,Hankins,Sullivan,NY,Northeast,12741
8213,Naples,Naples,Collier,FL,South,34108
8214,Nellis Afb,Nellis Afb,Clark,NV,West,89191
8215,Millersville,Millersville,Cape Girardeau,MO,Midwest,63766
8216,Darfur,Darfur,Watonwan,MN,Midwest,56022
8217,Millers Ferry,Millers Ferry,Millers Ferry,AL,South,36760
8218,New York City,New York City,New York,NY,Northeast,10269
8219,Kingston,Kingston,Caldwell,MO,Midwest,64650
8220,Norman,Norman,Jackson,IN,Midwest,47264
8221,Nampa,Nampa,Canyon,ID,West,83687
8222,Furman,Furman,Wilcox,AL,South,36741
8223,Milledgeville,Milledgeville,Baldwin,GA,South,31062
8224,Wentworth,Wentworth,Lake,SD,Midwest,57075
8225,New Albany,New Albany,Union,MS,South,38652
8226,Detroit,Detroit,Wayne,MI,Midwest,48235
8227,Belgrade,Belgrade,Stearns,MN,Midwest,56312
8228,Hanson,Hanson,Plymouth,MA,Northeast,2341
8229,West Middleton,West Middleton,Howard,IN,Midwest,46995
8230,Youngstown,Youngstown,Mahoning,OH,Midwest,44513
8231,Atlanta,Atlanta,Atlanta,GA,South,31175
8232,Durham,Durham,Durham,NC,South,27709
8233,Disputanta,Disputanta,Prince George,VA,South,23842
8234,Milbank,Milbank,Grant,SD,Midwest,57252
8235,Conifer,Conifer,Jefferson,CO,West,80433
8236,Dayton,Dayton,Montgomery,OH,Midwest,45401
8237,Pueblo,Pueblo,Pueblo,CO,West,81003
8238,Decatur,Decatur,Morgan,AL,South,35609
8239,Evanston,Evanston,Cook,IL,Midwest,60203
8240,Mulkeytown,Mulkeytown,Franklin,IL,Midwest,62865
8241,Grand Valley,Grand Valley,Warren,PA,Northeast,16420
8242,Butler,Butler,Choctaw,AL,South,36904
8243,Warwick,Warwick,Kent,RI,Northeast,2889
8244,Frankfort,Frankfort,Benzie,MI,Midwest,49635
8245,Pomona,Pomona,Jackson,IL,Midwest,62975
8246,Millwood,Millwood,Clarke,VA,South,22646
8247,Atlanta,Atlanta,DeKalb,GA,South,30346
8248,Berkeley,Berkeley,Alameda,CA,West,94712
8249,Newington,Newington,Screven,GA,South,30446
8250,Muskogee,Muskogee,Muskogee,OK,South,74403
8251,Excelsior,Excelsior,Northumberland,PA,Northeast,17825
8252,Herriman,Herriman,Herriman,UT,West,84096
8253,Petrified Forest Natl Pk,Petrified Forest Natl Pk,Apache,AZ,West,86028
8254,Richards,Richards,Grimes,TX,South,77873
8255,Holly Ridge,Holly Ridge,Onslow,NC,South,28445
8256,Counce,Counce,Hardin,TN,South,38326
8257,Tulsa,Tulsa,Tulsa,OK,South,74116
8258,Hersey,Hersey,Osceola,MI,Midwest,49639
8259,Alma,Alma,Crawford,AR,South,72921
8260,Keystone,Keystone,Wells,IN,Midwest,46759
8261,Kemp,Kemp,Bryan,OK,South,74747
8262,Springs,Springs,Somerset,PA,Northeast,15562
8263,Wilmington,Wilmington,New Castle,DE,South,19899
8264,Hawesville,Hawesville,Hancock,KY,South,42348
8265,Fayette,Fayette,Howard,MO,Midwest,65248
8266,Etna,Etna,Grafton,NH,Northeast,3750
8267,Sherrill,Sherrill,Jefferson,AR,South,72152
8268,Syracuse,Syracuse,Otoe,NE,Midwest,68446
8269,Graysville,Graysville,Catoosa,GA,South,30726
8270,Gulf,Gulf,Chatham,NC,South,27256
8271,Camp Crook,Camp Crook,Harding,SD,Midwest,57724
8272,Wever,Wever,Lee,IA,Midwest,52658
8273,Monarch,Monarch,Chaffee,CO,West,81227
8274,Frazee,Frazee,Becker,MN,Midwest,56544
8275,Kincaid,Kincaid,Christian,IL,Midwest,62540
8276,Sixes,Sixes,Curry,OR,West,97476
8277,Williston,Williston,Levy,FL,South,32696
8278,Reeder,Reeder,Adams,ND,Midwest,58649
8279,Lawrence,Lawrence,Essex,MA,Northeast,1841
8280,Pitkin,Pitkin,Gunnison,CO,West,81241
8281,Martin City,Martin City,Flathead,MT,West,59926
8282,North,North,Mathews,VA,South,23128
8283,East Windsor Hill,East Windsor Hill,Hartford,CT,Northeast,6028
8284,Jenners,Jenners,Somerset,PA,Northeast,15546
8285,Washington,Washington,District of Columbia,DC,South,20412
8286,Junction City,Junction City,Trinity,CA,West,96048
8287,Carmine,Carmine,Fayette,TX,South,78932
8288,Williamstown,Williamstown,Oswego,NY,Northeast,13493
8289,Grafton,Grafton,Walsh,ND,Midwest,58237
8290,Elwell,Elwell,Gratiot,MI,Midwest,48832
8291,Robstown,Robstown,Nueces,TX,South,78380
8292,Detroit,Detroit,Wayne,MI,Midwest,48205
8293,Fort Mcdowell,Fort Mcdowell,Maricopa,AZ,West,85264
8294,Hillsboro,Hillsboro,Washington,OR,West,97124
8295,Newburg,Newburg,Cumberland,PA,Northeast,17240
8296,Rockdale,Rockdale,Milam,TX,South,76567
8297,Pismo Beach,Pismo Beach,San Luis Obispo,CA,West,93449
8298,San Rafael,San Rafael,Marin,CA,West,94915
8299,Hillsboro,Hillsboro,Lawrence,AL,South,35643
8300,Rosebud,Rosebud,Rosebud,MT,West,59347
8301,Cedar Rapids,Cedar Rapids,Linn,IA,Midwest,52497
8302,Freeland,Freeland,Saginaw,MI,Midwest,48623
8303,Seanor,Seanor,Somerset,PA,Northeast,15953
8304,Avoca,Avoca,St. Clair,MI,Midwest,48006
8305,Selma,Selma,Alleghany,VA,South,24474
8306,South Webster,South Webster,Scioto,OH,Midwest,45682
8307,Southbridge,Southbridge,Worcester,MA,Northeast,1550
8308,Lawson,Lawson,Ray,MO,Midwest,64062
8309,Blanchester,Blanchester,Clinton,OH,Midwest,45107
8310,Richmond,Richmond,Contra Costa,CA,West,94805
8311,Mableton,Mableton,Cobb,GA,South,30126
8312,Chaffee,Chaffee,Cass,ND,Midwest,58014
8313,Bebe,Bebe,Gonzales,TX,South,78603
8314,Lincoln,Lincoln,Lancaster,NE,Midwest,68505
8315,Central City,Central City,Muhlenberg,KY,South,42330
8316,East Barre,East Barre,Washington,VT,Northeast,5649
8317,Wanamingo,Wanamingo,Goodhue,MN,Midwest,55983
8318,Clovis,Clovis,Fresno,CA,West,93613
8319,Buchanan,Buchanan,Stutsman,ND,Midwest,58420
8320,Waterport,Waterport,Orleans,NY,Northeast,14571
8321,Fairview,Fairview,Marion,WV,South,26570
8322,Turkey,Turkey,Hall,TX,South,79261
8323,Alhambra,Alhambra,Los Angeles,CA,West,91896
8324,Denver,Denver,Jefferson,CO,West,80214
8325,Millstone,Millstone,Calhoun,WV,South,25261
8326,York,York,York,PA,Northeast,17404
8327,Pelham,Pelham,Mitchell,GA,South,31779
8328,Dundas,Dundas,Lunenburg,VA,South,23938
8329,Austin,Austin,Travis,TX,South,78754
8330,Gwynedd,Gwynedd,Montgomery,PA,Northeast,19436
8331,Gypsum,Gypsum,Ottawa,OH,Midwest,43433
8332,Hillsdale,Hillsdale,Hillsdale,MI,Midwest,49242
8333,Fort Wayne,Fort Wayne,Allen,IN,Midwest,46835
8334,Lake Fork,Lake Fork,Logan,IL,Midwest,62541
8335,Ridgeway,Ridgeway,Iowa,WI,Midwest,53582
8336,Maysville,Maysville,Grant,WV,South,26833
8337,Murrells Inlet,Murrells Inlet,Georgetown,SC,South,29576
8338,Great Falls,Great Falls,Cascade,MT,West,59401
8339,Long Beach,Long Beach,Los Angeles,CA,West,90844
8340,Harrisonville,Harrisonville,Cass,MO,Midwest,64701
8341,Eureka,Eureka,Juab,UT,West,84628
8342,Redford,Redford,Wayne,MI,Midwest,48239
8343,Urbana,Urbana,Champaign,IL,Midwest,61801
8344,Anaheim,Anaheim,Anaheim,CA,West,92809
8345,Woodland,Woodland,Northampton,NC,South,27897
8346,Eustis,Eustis,Frontier,NE,Midwest,69028
8347,Camden,Camden,Ray,MO,Midwest,64017
8348,Larkspur,Larkspur,Marin,CA,West,94977
8349,Wilmot,Wilmot,Roberts,SD,Midwest,57279
8350,London,London,Laurel,KY,South,40741
8351,Atlanta,Atlanta,Atlanta,GA,South,31132
8352,Viola,Viola,Kent,DE,South,19979
8353,Princeton,Princeton,Mercer,NJ,Northeast,8542
8354,Atlanta,Atlanta,Fulton,GA,South,30398
8355,Grimesland,Grimesland,Pitt,NC,South,27837
8356,Wayne,Wayne,Delaware,PA,Northeast,19089
8357,Milan,Milan,Gibson,TN,South,38358
8358,Emigsville,Emigsville,York,PA,Northeast,17318
8359,Upland,Upland,Grant,IN,Midwest,46989
8360,Mount Pleasant,Mount Pleasant,Maury,TN,South,38474
8361,Pocono Manor,Pocono Manor,Monroe,PA,Northeast,18349
8362,Peoria,Peoria,Peoria,IL,Midwest,61654
8363,Miami,Miami,Miami-Dade,FL,South,33133
8364,Tremont,Tremont,Tazewell,IL,Midwest,61568
8365,Baltimore,Baltimore,Baltimore (city),MD,South,21231
8366,Pinetop,Pinetop,Navajo,AZ,West,85935
8367,Homer,Homer,Kenai Peninsula,AK,West,99603
8368,Jesup,Jesup,Wayne,GA,South,31598
8369,Newark,Newark,New Castle,DE,South,19714
8370,Memphis,Memphis,Shelby,TN,South,38115
8371,Boulder,Boulder,Boulder,CO,West,80322
8372,Frankfort,Frankfort,Franklin,KY,South,40619
8373,Holstein,Holstein,Ida,IA,Midwest,51025
8374,Brooklyn,Brooklyn,Kings,NY,Northeast,11207
8375,Camden,Camden,Polk,TX,South,75934
8376,Cedar Hill,Cedar Hill,Dallas,TX,South,75106
8377,Alexandria,Alexandria,Hanson,SD,Midwest,57311
8378,Belford,Belford,Monmouth,NJ,Northeast,7718
8379,Bullock,Bullock,Granville,NC,South,27507
8380,Union,Union,Monroe,WV,South,24983
8381,Santa Barbara,Santa Barbara,Santa Barbara,CA,West,93121
8382,Prescott,Prescott,Yavapai,AZ,West,86313
8383,Belvidere,Belvidere,Thayer,NE,Midwest,68315
8384,Leesburg,Leesburg,Lake,FL,South,34749
8385,Pearisburg,Pearisburg,Giles,VA,South,24134
8386,Volborg,Volborg,Custer,MT,West,59351
8387,Calabasas,Calabasas,Los Angeles,CA,West,91302
8388,Unionville Center,Unionville Center,Union,OH,Midwest,43077
8389,Jackson,Jackson,Jackson,MN,Midwest,56143
8390,Hornersville,Hornersville,Dunklin,MO,Midwest,63855
8391,Ahsahka,Ahsahka,Clearwater,ID,West,83520
8392,Stanford,Stanford,McLean,IL,Midwest,61774
8393,Falls Creek,Falls Creek,Jefferson,PA,Northeast,15840
8394,Simi Valley,Simi Valley,Ventura,CA,West,93094
8395,Merrifield,Merrifield,Fairfax,VA,South,22116
8396,Stockton,Stockton,San Joaquin,CA,West,95207
8397,Nunez,Nunez,Emanuel,GA,South,30448
8398,Houston,Houston,Harris,TX,South,77055
8399,Adamsville,Adamsville,McNairy,TN,South,38310
8400,Polacca,Polacca,Navajo,AZ,West,86042
8401,Bradenton,Bradenton,Manatee,FL,South,34210
8402,Waco,Waco,McLennan,TX,South,76708
8403,Glasco,Glasco,Ulster,NY,Northeast,12432
8404,Fort Wayne,Fort Wayne,Allen,IN,Midwest,46869
8405,Yonkers,Yonkers,Westchester,NY,Northeast,10701
8406,Newark,Newark,Essex,NJ,Northeast,7198
8407,Conshohocken,Conshohocken,Montgomery,PA,Northeast,19429
8408,Plaquemine,Plaquemine,Iberville,LA,South,70765
8409,Waverly,Waverly,Lee,AL,South,36879
8410,Wilmington,Wilmington,New Hanover,NC,South,28412
8411,Rowan,Rowan,Wright,IA,Midwest,50470
8412,Pompano Beach,Pompano Beach,Broward,FL,South,33066
8413,Des Moines,Des Moines,Polk,IA,Midwest,50368
8414,Luck,Luck,Polk,WI,Midwest,54853
8415,Koeltztown,Koeltztown,Osage,MO,Midwest,65048
8416,Southfield,Southfield,Southfield,MI,Midwest,48033
8417,Mercer,Mercer,Mercer,MO,Midwest,64661
8418,Concord,Concord,Middlesex,MA,Northeast,1742
8419,Virginia City,Virginia City,Madison,MT,West,59755
8420,Mc Bain,Mc Bain,Missaukee,MI,Midwest,49657
8421,Carroll,Carroll,Carroll,IA,Midwest,51401
8422,Scotts Hill,Scotts Hill,Decatur,TN,South,38374
8423,Boston,Boston,Suffolk,MA,Northeast,2209
8424,Garfield,Garfield,Breckinridge,KY,South,40140
8425,North Lima,North Lima,Mahoning,OH,Midwest,44452
8426,Houston,Houston,Harris,TX,South,77006
8427,Brandon,Brandon,Minnehaha,SD,Midwest,57005
8428,Hanston,Hanston,Hodgeman,KS,Midwest,67849
8429,East Lynne,East Lynne,Cass,MO,Midwest,64743
8430,Gainesville,Gainesville,Hall,GA,South,30506
8431,San Angelo,San Angelo,Tom Green,TX,South,76901
8432,Renton,Renton,King,WA,West,98055
8433,Pixley,Pixley,Tulare,CA,West,93256
8434,Lagrange,Lagrange,Lorain,OH,Midwest,44050
8435,Runge,Runge,Karnes,TX,South,78151
8436,Lafayette,Lafayette,Lafayette,LA,South,70593
8437,Henderson,Henderson,Mason,WV,South,25106
8438,Arendtsville,Arendtsville,Adams,PA,Northeast,17303
8439,Belcamp,Belcamp,Harford,MD,South,21017
8440,Bennington,Bennington,Bryan,OK,South,74723
8441,Birchleaf,Birchleaf,Dickenson,VA,South,24220
8442,Camargo,Camargo,Dewey,OK,South,73835
8443,Benton Harbor,Benton Harbor,Berrien,MI,Midwest,49023
8444,Knowlesville,Knowlesville,Orleans,NY,Northeast,14479
8445,Corning,Corning,Adams,IA,Midwest,50841
8446,Marietta,Marietta,Cobb,GA,South,30064
8447,Ridgway,Ridgway,Elk,PA,Northeast,15853
8448,Water Mill,Water Mill,Suffolk,NY,Northeast,11976
8449,East Andover,East Andover,Oxford,ME,Northeast,4226
8450,Kincheloe,Kincheloe,Chippewa,MI,Midwest,49788
8451,Drayton,Drayton,Spartanburg,SC,South,29333
8452,Atlanta,Atlanta,Fulton,GA,South,30351
8453,Las Vegas,Las Vegas,Las Vegas,NV,West,89166
8454,Springfield,Springfield,Sangamon,IL,Midwest,62791
8455,Los Gatos,Los Gatos,Santa Clara,CA,West,95031
8456,Glenwood,Glenwood,Sevier,UT,West,84730
8457,Decatur,Decatur,Morgan,AL,South,35699
8458,Waterloo,Waterloo,Black Hawk,IA,Midwest,50799
8459,Dennysville,Dennysville,Washington,ME,Northeast,4628
8460,Bonduel,Bonduel,Shawano,WI,Midwest,54107
8461,Sacramento,Sacramento,Sacramento,CA,West,94245
8462,Russellville,Russellville,Pope,AR,South,72812
8463,Fenton,Fenton,Whiteside,IL,Midwest,61251
8464,Sabael,Sabael,Hamilton,NY,Northeast,12864
8465,Quincy,Quincy,Logan,OH,Midwest,43343
8466,Polaris,Polaris,Beaverhead,MT,West,59746
8467,Grangeville,Grangeville,Idaho,ID,West,83530
8468,Walker,Walker,Linn,IA,Midwest,52352
8469,Bruce,Bruce,Brookings,SD,Midwest,57220
8470,Martinez,Martinez,Contra Costa,CA,West,94553
8471,Baltimore,Baltimore,Baltimore,MD,South,21276
8472,Atalissa,Atalissa,Muscatine,IA,Midwest,52720
8473,Kingsport,Kingsport,Sullivan,TN,South,37669
8474,Milwaukee,Milwaukee,Milwaukee,WI,Midwest,53290
8475,Nashville,Nashville,Davidson,TN,South,37202
8476,Hodges,Hodges,Greenwood,SC,South,29653
8477,Wilmington,Wilmington,New Castle,DE,South,19884
8478,San Jose,San Jose,Santa Clara,CA,West,95117
8479,Tupelo,Tupelo,Lee,MS,South,38802
8480,Plantersville,Plantersville,Dallas,AL,South,36758
8481,East Carondelet,East Carondelet,St. Clair,IL,Midwest,62240
8482,East Mc Keesport,East Mc Keesport,Allegheny,PA,Northeast,15035
8483,Kennett,Kennett,Dunklin,MO,Midwest,63857
8484,Davilla,Davilla,Milam,TX,South,76523
8485,Amarillo,Amarillo,Randall,TX,South,79118
8486,Jamaica,Jamaica,Jamaica,NY,Northeast,11406
8487,Gober,Gober,Fannin,TX,South,75443
8488,Proctorville,Proctorville,Robeson,NC,South,28375
8489,Wittenberg,Wittenberg,Shawano,WI,Midwest,54499
8490,Crosbyton,Crosbyton,Crosby,TX,South,79322
8491,Guffey,Guffey,Park,CO,West,80820
8492,Prescott,Prescott,Walla Walla,WA,West,99348
8493,Martin,Martin,Allendale,SC,South,29836
8494,Tolleson,Tolleson,Maricopa,AZ,West,85353
8495,Richmond,Richmond,Chesterfield,VA,South,23297
8496,Mendota,Mendota,Fresno,CA,West,93640
8497,Hoxie,Hoxie,Sheridan,KS,Midwest,67740
8498,Longview,Longview,Gregg,TX,South,75603
8499,Los Banos,Los Banos,Merced,CA,West,93635
8500,Berkeley,Berkeley,Alameda,CA,West,94703
8501,Firth,Firth,Bingham,ID,West,83236
8502,Burt Lake,Burt Lake,Cheboygan,MI,Midwest,49717
8503,Mount Wolf,Mount Wolf,York,PA,Northeast,17347
8504,Bainbridge Island,Bainbridge Island,Kitsap,WA,West,98110
8505,Cranberry,Cranberry,Cranberry,WV,South,25828
8506,Warm Springs,Warm Springs,Meriwether,GA,South,31830
8507,Sweet Springs,Sweet Springs,Saline,MO,Midwest,65351
8508,Sacramento,Sacramento,Sacramento,CA,West,94296
8509,Bethesda,Bethesda,Montgomery,MD,South,20824
8510,Waterloo,Waterloo,Black Hawk,IA,Midwest,50706
8511,Migrate,Migrate,Migrate,KY,South,41905
8512,Hyner,Hyner,Clinton,PA,Northeast,17738
8513,Bedford,Bedford,Bedford (city),VA,South,24523
8514,Fullerton,Fullerton,Fullerton,CA,West,92640
8515,Kansas City,Kansas City,Wyandotte,KS,Midwest,66118
8516,Watha,Watha,Pender,NC,South,28471
8517,Brooklyn,Brooklyn,Kings,NY,Northeast,11223
8518,Catlin,Catlin,Vermilion,IL,Midwest,61817
8519,Lexington,Lexington,Fayette,KY,South,40591
8520,Pounding Mill,Pounding Mill,Tazewell,VA,South,24637
8521,Dallas,Dallas,Dallas,TX,South,75258
8522,Altus Afb,Altus Afb,Jackson,OK,South,73523
8523,Grantville,Grantville,Jefferson,KS,Midwest,66429
8524,Wildwood,Wildwood,Cape May,NJ,Northeast,8260
8525,Startup,Startup,Snohomish,WA,West,98293
8526,Crumpler,Crumpler,Ashe,NC,South,28617
8527,Banks,Banks,Boise,ID,West,83602
8528,Alpha,Alpha,Iron,MI,Midwest,49902
8529,Copalis Beach,Copalis Beach,Grays Harbor,WA,West,98535
8530,Earl Park,Earl Park,Benton,IN,Midwest,47976
8531,Oviedo,Oviedo,Seminole,FL,South,32766
8532,Alpine,Alpine,San Diego,CA,West,91901
8533,Brewton,Brewton,Escambia,AL,South,36427
8534,Louisville,Louisville,Clay,IL,Midwest,62858
8535,Midkiff,Midkiff,Upton,TX,South,79755
8536,Ulen,Ulen,Clay,MN,Midwest,56585
8537,Wyandotte,Wyandotte,Wayne,MI,Midwest,48192
8538,Aberdeen,Aberdeen,Grays Harbor,WA,West,98520
8539,Cairo,Cairo,Hall,NE,Midwest,68824
8540,San Juan Capistrano,San Juan Capistrano,Orange,CA,West,92675
8541,Wathena,Wathena,Doniphan,KS,Midwest,66090
8542,Garland,Garland,Box Elder,UT,West,84312
8543,Meacham,Meacham,Umatilla,OR,West,97859
8544,West Chesterfield,West Chesterfield,Cheshire,NH,Northeast,3466
8545,Mill Creek,Mill Creek,Tehama,CA,West,96061
8546,Puyallup,Puyallup,Pierce,WA,West,98373
8547,Paskenta,Paskenta,Tehama,CA,West,96074
8548,Sherrills Ford,Sherrills Ford,Catawba,NC,South,28673
8549,Bradford,Bradford,Steuben,NY,Northeast,14815
8550,Holder,Holder,Citrus,FL,South,34445
8551,Rufus,Rufus,Sherman,OR,West,97050
8552,Fort Mohave,Fort Mohave,Mohave,AZ,West,86426
8553,Mountainville,Mountainville,Orange,NY,Northeast,10953
8554,Jackson Junction,Jackson Junction,Jackson Junction,IA,Midwest,52150
8555,Lynn,Lynn,Essex,MA,Northeast,1910
8556,Houston,Houston,Chickasaw,MS,South,38851
8557,Logan,Logan,Logan,OK,South,73849
8558,Minneapolis,Minneapolis,Hennepin,MN,Midwest,55414
8559,Homestead,Homestead,Miami-Dade,FL,South,33090
8560,Catarina,Catarina,Dimmit,TX,South,78836
8561,Ramah,Ramah,McKinley,NM,West,87321
8562,Hayesville,Hayesville,Ashland,OH,Midwest,44838
8563,Craig,Craig,Plymouth,IA,Midwest,51017
8564,Springfield,Springfield,Fairfax,VA,South,22152
8565,Three Oaks,Three Oaks,Berrien,MI,Midwest,49128
8566,Lone Star,Lone Star,Morris,TX,South,75668
8567,Hubbard,Hubbard,Hardin,IA,Midwest,50122
8568,Jaffrey,Jaffrey,Cheshire,NH,Northeast,3452
